student_ID,total_study_time,active_days,total_submissions,avg_score,avg_daily_study_time,avg_daily_submissions
r3uk44zat2tcyj5wmojt,290.75,57,152,0.928,5.1,2.67
k1r03pvvsv9zxrft5jgi,423.45,58,155,0.884,7.3,2.67
5ez4c53h3kdamnlvkpna,351.1,52,139,0.964,6.75,2.67
p10d5vx8mpn0v82i51gp,456.98,62,156,1.019,7.37,2.52
sushd67p0jy6f04a3h0m,266.3,51,136,0.934,5.22,2.67
cmy2w5due4kl6pn6uia5,215.33,61,146,0.671,3.53,2.39
4oqxw56hzk4fk8aqh3e0,271.92,56,140,0.886,4.86,2.5
d4geyy1ox6qzlz4ibz0z,224.72,51,132,0.939,4.41,2.59
wu3cwt7cavxrllp6s123,440.95,52,147,0.952,8.48,2.83
sf30f3p1koevnfztc2pd,217.27,52,131,0.977,4.18,2.52
i8lx9f5ut0kaz120j30d,243.25,53,130,0.854,4.59,2.45
6ixkthdoadcwip3r1sy2,307.4,54,149,0.879,5.69,2.76
skyax9iocbd5gzronpru,302.08,60,158,1.196,5.03,2.63
s97masc6nt48h4ly8s1w,308.53,52,143,0.804,5.93,2.75
510a90cd169e2eb042ab,1010.48,25,482,0.421,40.42,19.28
2959d8017312337a2ba6,884.68,29,393,0.702,30.51,13.55
07e3362d20ff4337671b,267.33,13,118,1.432,20.56,9.08
b6ed77b2b3283f9379c8,764.28,5,426,0.479,152.86,85.2
09dfa3f18e48917f0242,927.02,17,347,0.403,54.53,20.41
dba2bc2a15c1e8d696fe,520.12,11,111,1.054,47.28,10.09
ca66ab7e59628143cf1e,262.33,2,99,1.101,131.17,49.5
4a7f53c0a376edadf38a,676.48,12,254,0.512,56.37,21.17
bfcf5965e6024248f0a3,166.1,4,98,1.061,41.52,24.5
4156dc6090d72c95c23b,136.35,6,80,1.338,22.72,13.33
1b36a3223f9dd94a211f,624.63,33,208,0.947,18.93,6.3
8cdbc02c05d6ebafa9eb,264.28,23,86,1.686,11.49,3.74
390d1fc3b78420815190,655.57,20,208,0.904,32.78,10.4
be24259f2867b231800d,450.73,17,149,0.826,26.51,8.76
c7c79725138f07b9c265,1043.92,14,498,0.739,74.57,35.57
e199ddadaaf5aee02eb8,455.52,23,198,0.682,19.81,8.61
b92448e12093e45dc6ff,780.17,24,274,0.558,32.51,11.42
28d90a892cc66338f962,480.62,14,203,0.788,34.33,14.5
3a9d955e2ef47191a742,812.27,16,213,1.16,50.77,13.31
1096bd470d3ddff1ec1c,731.48,17,192,0.807,43.03,11.29
8b586d8b9c06414b2487,636.23,17,336,0.536,37.43,19.76
cc317db3f3bb874542a7,385.43,15,178,0.725,25.7,11.87
1224ceafb61456a033d0,526.13,9,164,0.841,58.46,18.22
29acddb87cfe062d73f5,517.0,17,183,0.672,30.41,10.76
e103cf810dfba59d0431,331.32,9,156,0.744,36.81,17.33
25c8e1ae2335e8c3e5b3,1096.13,21,336,0.458,52.2,16.0
b8a4fd679898150ef87a,885.02,31,452,0.664,28.55,14.58
80423084979315c20dbf,555.88,11,203,0.527,50.53,18.45
217c87d59a4372c4f3fc,864.72,7,242,0.616,123.53,34.57
5ada57d72f07c3803d33,396.58,6,138,0.964,66.1,23.0
f1c1c0932bfeb74762d0,1297.08,24,445,0.456,54.05,18.54
b21ec59d991586279d95,281.23,20,263,0.494,14.06,13.15
e28711e2f5500d3d6b04,1270.0,25,658,0.448,50.8,26.32
0d260d8fac2289c8ed9e,916.98,27,219,0.804,33.96,8.11
4c79be630ae9d3db6aaf,675.8,14,284,0.532,48.27,20.29
5e12a0421c20717035cb,784.55,20,380,0.387,39.23,19.0
7207088b2ef28ff6b669,417.15,18,113,1.142,23.18,6.28
c24bc0aaf20c79d2dfda,334.68,4,185,0.741,83.67,46.25
24524df0ca55659c384e,447.43,30,202,0.931,14.91,6.73
ed5a13234f04cae4894d,149.72,10,54,1.778,14.97,5.4
e7958857e7d2292ffbc7,516.57,14,159,0.748,36.9,11.36
86366c9920186cc4d1a3,546.45,12,198,0.798,45.54,16.5
767e222eeb367b2b010f,1147.67,27,389,0.542,42.51,14.41
46a60ed041c8ebf98061,280.0,11,86,1.36,25.45,7.82
54342435561e775ce97f,677.67,28,254,1.012,24.2,9.07
78e6c80ea8dc73ec747d,105.72,9,60,1.7,11.75,6.67
f50dcd09709383fea95f,395.27,14,197,0.736,28.23,14.07
ade35014b25afed24916,515.97,15,167,0.635,34.4,11.13
914f82268754cbf71a54,418.95,15,105,1.238,27.93,7.0
c0884e4814b0f32935f8,231.0,5,49,2.163,46.2,9.8
a87767892344a954c746,956.65,19,274,0.894,50.35,14.42
8f81bd9cbc5471ebfc60,1173.5,21,380,0.684,55.88,18.1
vwyziyyebvsje4dqjsrp,496.67,21,125,1.096,23.65,5.95
5c83f4ed6601ddf1a6fa,169.12,8,110,1.036,21.14,13.75
0999173c045ee29a0b44,324.67,18,140,1.021,18.04,7.78
8f477d2c60ec76ce22b7,480.77,12,143,0.916,40.06,11.92
6604efc6fd93e070f40a,580.97,13,106,1.283,44.69,8.15
1883af270e36a7580332,284.18,14,154,0.831,20.3,11.0
a14b9aa97f66fc82ede3,460.77,17,190,0.916,27.1,11.18
388090578f22a3c33738,497.53,16,95,1.411,31.1,5.94
1fc5b87acdfc2a8b580c,414.13,15,127,1.157,27.61,8.47
0b28c0a454678b75eefb,126.1,3,83,1.916,42.03,27.67
dfa917b9dc15c87ab016,1413.78,12,623,0.604,117.82,51.92
2e54b1c7bff5847c82a8,928.08,17,463,1.147,54.59,27.24
869eacc999a52155ed53,751.45,15,185,1.086,50.1,12.33
cby6hsod14blxr7zyfjs,319.03,72,150,0.76,4.43,2.08
gm1xiqmop9j2d2acc2jg,184.9,67,143,0.692,2.76,2.13
lqm8jh0uggps7yd0lx2x,289.13,67,133,0.737,4.32,1.99
7ae6jy1vw15ppmnq6sba,301.03,72,133,0.677,4.18,1.85
quam8ci0euq2dz8xldzz,301.85,65,149,0.792,4.64,2.29
4bq1kdgygbtif8w80s5y,208.35,67,139,0.698,3.11,2.07
l41f9f1gb0y5rxcqfv64,337.17,66,134,0.672,5.11,2.03
d16ht4y29lrac1brhwm1,268.82,70,130,0.815,3.84,1.86
0txd5enpfmbrth46w74b,202.85,63,129,0.705,3.22,2.05
preni1j2j1gkvq1knpag,181.57,69,126,0.714,2.63,1.83
ggweeccb6anw0j3y32t0,329.62,70,158,0.835,4.71,2.26
uem908xkm2x04s4iu84k,247.35,58,133,0.895,4.26,2.29
nd9xpohv0s4ttw0o7fts,121.95,75,144,0.653,1.63,1.92
ny6yox8nvtlotclebkk8,133.8,69,138,0.783,1.94,2.0
hpb03ydulnt2b9ffa0j2,299.07,64,149,0.866,4.67,2.33
2krjeqjgjqfuumdo3ibt,258.55,65,141,0.823,3.98,2.17
1n42senfkcjopw1zh39l,316.37,64,134,0.597,4.94,2.09
jj1jl4nhnkxllubypoq3,246.12,64,139,0.741,3.85,2.17
f5j3cojh9fr5gvylr0yi,334.45,66,142,0.739,5.07,2.15
hkk3qiui3e3r969oyfhf,309.33,68,159,0.774,4.55,2.34
xw0r5n17yfqv2va40bhi,153.42,71,144,0.66,2.16,2.03
4erna0vkk9gu5umle1se,246.43,66,131,0.962,3.73,1.98
fvqo3hum9a1rl6rxbyre,298.0,65,143,0.706,4.58,2.2
22wb5ostye8edvfar59p,372.4,65,161,0.826,5.73,2.48
bgvt5n1h0qt51ze0md7w,237.9,63,131,0.466,3.78,2.08
g4l5baozrnfblxayrhox,231.12,71,154,0.896,3.26,2.17
ec5zb47nxjbuzemc81p0,247.85,72,158,0.715,3.44,2.19
rd4p70jwu852pbdjwl2d,153.08,69,144,1.062,2.22,2.09
59bybxqvhton27u0jtfm,261.7,68,136,0.669,3.85,2.0
x7xh8m5fvmipvkav1cb4,241.67,71,149,0.799,3.4,2.1
ljylby8inwh5b93wkean,309.78,67,151,0.662,4.62,2.25
ygoahstwe9gz9w87qncs,264.88,69,140,0.679,3.84,2.03
xlp4p1b56hrhhyr2y3kd,244.08,72,135,0.674,3.39,1.88
me044us8pj1824r4dye2,376.27,72,160,0.65,5.23,2.22
0lgtv09uoh3ova8sjbze,398.9,74,160,0.681,5.39,2.16
4e693829528e3e7de62a,2295.87,41,789,1.148,56.0,19.24
4aa8ff74dc576b7adbcd,979.93,18,311,1.463,54.44,17.28
792e3326f0d9f68389d9,688.5,16,290,0.631,43.03,18.12
9b913075e93b2b788102,1379.73,21,456,0.741,65.7,21.71
1c2aef3af32f6323a31d,141.88,11,140,1.186,12.9,12.73
9f0ce6d4cdf9d1772417,392.58,19,137,1.234,20.66,7.21
db0241cf536c2174d9ed,769.15,17,248,0.706,45.24,14.59
2c27d4de6ae130e7e242,1099.8,29,512,0.715,37.92,17.66
2b3492096a4d12bb86cd,513.92,25,147,0.707,20.56,5.88
f8c2f04e8e116f0fd237,675.63,29,354,0.703,23.3,12.21
2a6394114c31a10dc92b,1065.62,30,394,0.919,35.52,13.13
0559e9cf806dab4cc20d,1104.32,28,290,0.652,39.44,10.36
6c14ce386a9cda72549c,652.8,33,263,1.513,19.78,7.97
2007f4965d2aa6064a25,498.78,31,184,1.147,16.09,5.94
6fa0b38bfd05105503a1,1074.0,17,221,0.787,63.18,13.0
3e4e608ace87fe97bdb5,470.08,18,142,1.106,26.12,7.89
d554e419f820fa5cb0ca,605.57,11,111,1.423,55.05,10.09
b8d20bc2e0d3d86f5613,667.45,13,170,1.071,51.34,13.08
df62b7675d1fdb8e6b11,460.87,11,137,1.35,41.9,12.45
ff63c210b94623453b5f,619.4,18,262,0.763,34.41,14.56
a2f48a796e250a14ff55,815.3,18,339,0.882,45.29,18.83
8975db410fd78d462688,421.92,9,111,1.847,46.88,12.33
dac03bcbefc3a08c8b50,107.0,7,103,1.0,15.29,14.71
d7464b55181ef45e2d63,566.68,25,222,0.59,22.67,8.88
663aff87732c52f0e342,1093.38,18,568,0.451,60.74,31.56
c3beec92b66ff78a6ba9,452.58,17,199,0.834,26.62,11.71
7535fe5ae754da62a534,365.77,13,101,1.277,28.14,7.77
d9dfc134efd3826bdaed,477.0,23,131,1.282,20.74,5.7
e2ea6dbbe90983dbb208,416.75,8,218,0.711,52.09,27.25
6efd2d79656d1b056f72,921.5,17,242,0.74,54.21,14.24
d5067bceac0ffa5e4704,225.33,14,81,1.346,16.1,5.79
ebe7a295f61c831b0093,540.92,9,188,1.122,60.1,20.89
fc916744a3bd5120978f,693.97,10,169,0.905,69.4,16.9
7c30aec52f13bebe07a6,429.38,13,104,1.154,33.03,8.0
2d9a38c93e37bc475cb6,480.45,13,157,0.949,36.96,12.08
a1a127e2bf29c380819c,475.23,10,99,1.596,47.52,9.9
2c7d02c44b47e3d24d52,191.83,7,81,1.481,27.4,11.57
ce9dd8f1570caa0d6f5b,880.2,23,380,0.345,38.27,16.52
7c039dde693a18f3a834,320.45,9,130,0.962,35.61,14.44
hjcfqm1yfzh8s77mo3ec,277.77,66,147,0.871,4.21,2.23
1hues7esy9erdsses6m0,252.48,64,154,0.649,3.95,2.41
p58nsuk0hj5uh2xk2k9p,207.2,64,140,0.871,3.24,2.19
5l1b1ma70rilf7mojch5,306.73,70,150,0.993,4.38,2.14
zylvq01zq0hxavbvsd2f,374.93,60,160,0.888,6.25,2.67
4ycyhj8tyx2b17fcx29j,380.78,53,161,0.882,7.18,3.04
n1nh33yq3nhwt4mx36yc,150.73,63,139,1.158,2.39,2.21
jtbq3gkfw2tcsjvfwm56,186.68,69,143,0.986,2.71,2.07
oriig6s6fmvi4f7mxamy,379.87,59,161,0.845,6.44,2.73
i3b6qk80m9jqwgft968o,306.1,58,133,1.053,5.28,2.29
2svwdpmdpjsdzafekntw,193.78,62,123,0.87,3.13,1.98
81kmylu471y1njt1pin3,206.68,66,151,0.868,3.13,2.29
e9vzigim3qs88f721ohz,186.93,57,138,0.942,3.28,2.42
8rsw4xhmff15occogf32,190.3,61,169,0.822,3.12,2.77
siv6gzi7una85o8fzrwi,236.17,61,138,0.899,3.87,2.26
ti44fbogdeqbfflbizj7,299.97,59,129,1.132,5.08,2.19
5rxl72n8rmnxwrxcss0q,194.52,62,127,1.094,3.14,2.05
tbypawuj167ycyvg8sc2,119.93,60,133,0.955,2.0,2.22
10xnkvdetxarrkdhx4i9,140.58,64,133,0.955,2.2,2.08
s8uk59p9w5ck47wlw3ea,258.37,62,148,0.784,4.17,2.39
y0bdtutppfdzzttzq8dy,234.3,61,134,0.955,3.84,2.2
ipd72mytvphpd9tcejgb,284.68,60,140,1.021,4.74,2.33
0dapvs3h4h3h1ahmt2o8,245.88,63,146,0.938,3.9,2.32
95jqkrj6zv7qf1wz1p8e,208.82,62,134,0.91,3.37,2.16
jivt017uwst4sg4fqlek,284.2,59,133,0.805,4.82,2.25
9jq31h6i3ny1lx0mx89e,351.5,64,175,0.891,5.49,2.73
cm2celd9hmos24j2a5cg,335.27,52,122,0.934,6.45,2.35
wmes720kojsggeq71m5y,297.98,65,153,0.85,4.58,2.35
8nqoz5k93j7it8w0muhl,222.27,66,146,1.041,3.37,2.21
6qp85ufr2o1zg8k0cvtb,261.63,53,127,1.063,4.94,2.4
5zczdtyecu2w495j80xv,393.6,59,144,0.951,6.67,2.44
bt192zri52uj2flwikrw,155.2,58,142,0.866,2.68,2.45
qol4cum3ewnz45dzpijx,388.97,63,150,0.86,6.17,2.38
k8d21tlgxmu6i35atvub,267.42,66,155,0.884,4.05,2.35
vd2j77wynysztt2wbv2v,256.85,57,122,0.852,4.51,2.14
